paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p3585,https://doi.org/10.1007/s11416-013-0185-4,Structural entropy and metamorphic malware,2013,4/14/2013,127,article,Donabelle Baysa; Richard M. Low; Mark Stamp,Computer science; Malware; Segmentation; Entropy (arrow of time); Pattern recognition (psychology)
p3586,https://doi.org/10.1111/joes.12429,Machine learning advances for time series forecasting,2021,7/1/2021,242,article,Ricardo Masini; Marcelo C. Medeiros; Eduardo Mendes,Machine learning; Computer science; Random forest; Artificial intelligence; Artificial neural network
p3587,https://doi.org/10.1038/srep19660,Adaptive Strategies for Materials Design using Uncertainties,2016,1/21/2016,217,article,Prasanna V. Balachandran; Dezhen Xue; James Theiler; John Hogden; Turab Lookman,Computer science; Set (abstract data type); Material properties; Work (physics); Shear modulus
p3588,https://doi.org/10.1007/978-3-319-46723-8_49,3D U-Net: Learning Dense Volumetric Segmentation from Sparse Annotation,2016,1/1/2016,5411,book-chapter,Özgün Çiçek; Ahmed Abdulkadir; Soeren S. Lienkamp; Thomas Brox; Olaf Ronneberger,Computer science; Segmentation; Artificial intelligence; Annotation; Volume (thermodynamics)
p3589,https://doi.org/10.1016/j.patcog.2013.05.018,Gene selection with guided regularized random forest,2013,6/6/2013,288,article,Houtao Deng; George C. Runger,Random forest; Selection (genetic algorithm); Artificial intelligence; Gene selection; Computer science
p3590,https://doi.org/10.1145/3328932,Multi-task Self-Supervised Learning for Human Activity Detection,2019,6/21/2019,266,article,Aaqib Saeed; Tanır Özçelebi; Johan J. Lukkien,Computer science; Artificial intelligence; Leverage (statistics); Feature learning; Transfer of learning
p3591,https://doi.org/10.1145/1835449.1835676,Learning to rank for information retrieval,2010,7/19/2010,2038,article,Tie‐Yan Liu,Ranking (information retrieval); Learning to rank; Computer science; Pairwise comparison; Consistency (knowledge bases)
p3592,https://doi.org/10.1109/tfuzz.2016.2578341,Multiobjective Evolutionary Optimization of Type-2 Fuzzy Rule-Based Systems for Financial Data Classification,2016,6/8/2016,101,article,Michela Antonelli; Dario Bernardo; Hani Hagras; Francesco Marcelloni,Interpretability; Fuzzy rule; Computer science; Fuzzy logic; Data mining
p3593,https://doi.org/10.48550/arxiv.1605.07717,Deep Structured Energy Based Models for Anomaly Detection,2016,1/1/2016,104,preprint,Shuangfei Zhai; Yu Cheng; Weining Lu; Zhongfei Zhang,Anomaly detection; Autoencoder; Computer science; Benchmark (surveying); Anomaly (physics)
p3594,https://doi.org/10.1145/3442381,Proceedings of the Web Conference 2021,2021,4/19/2021,1139,paratext,Tiziano Piccardi; Мириам Реди; Giovanni Colavizza; Robert West,Computer science; World Wide Web
p3595,https://doi.org/10.1162/tacl_a_00197,"A Joint Model for Entity Analysis: Coreference, Typing, and Linking",2014,12/1/2014,269,article,Greg Durrett; Dan Klein,Coreference; Computer science; Conditional random field; Unary operation; Natural language processing
p3596,https://doi.org/10.1109/jstars.2016.2598859,Active Deep Learning for Classification of Hyperspectral Images,2016,9/15/2016,269,article,Peng Liu; Hui Zhang; Kie B. Eom,Hyperspectral imaging; Computer science; Artificial intelligence; Deep learning; Pattern recognition (psychology)
p3597,https://doi.org/10.4324/9781003060963-43,Justice and the Politics of Difference,2020,7/1/2020,2816,book-chapter,Iris Marion Young,Politics; Economic Justice; Political science; Sociology; Law
p3598,https://doi.org/10.1145/2736277.2741093,LINE,2015,5/18/2015,2741,preprint,Jian Tang; Meng Qu; Wang Ming-zhe; Ming Zhang; Jun Yan,Computer science; Embedding; Theoretical computer science; Inference; Node (physics)
p3599,https://doi.org/10.7551/mitpress/5583.003.0006,"Vision, Psychophysics and Bayes",2002,3/29/2002,9,book-chapter,Paul Schrater; Daniel Kersten,Psychophysics; Bayes' theorem; Artificial intelligence; Psychology; Computer science
p3600,https://doi.org/10.1109/cvpr.2010.5540064,Safety in numbers: Learning categories from few examples with multi model knowledge transfer,2010,6/1/2010,226,article,Tatiana Tommasi; Francesco Orabona; Barbara Caputo,Computer science; Artificial intelligence; Machine learning; Set (abstract data type); Transfer of learning
p3601,https://doi.org/10.13063/2327-9214.1035,Strategies for Handling Missing Data in Electronic Health Record Derived Data,2013,12/17/2013,358,article,Brian J. Wells; Amy S. Nowacki; Kevin Chagin; Michael W. Kattan,Missing data; Imputation (statistics); Documentation; Medicine; Computer science
p3602,https://doi.org/10.1364/optica.4.001437,Deep learning microscopy,2017,11/17/2017,365,article,Yair Rivenson; Zoltán Göröcs; Harun Günaydın; Yibo Zhang; Hongda Wang,Microscopy; Deep learning; Artificial intelligence; Computer science; Field (mathematics)
p3603,https://doi.org/10.1109/cvpr42600.2020.01438,Learning Memory-Guided Normality for Anomaly Detection,2020,6/1/2020,661,article,Hyunjong Park; Jongyoun Noh; Bumsub Ham,Computer science; Anomaly detection; Boosting (machine learning); Discriminative model; Artificial intelligence
p3604,https://doi.org/10.48550/arxiv.1906.02425,Uncertainty-guided Continual Learning with Bayesian Neural Networks,2019,1/1/2019,78,preprint,Sayna Ebrahimi; Mohamed Elhoseiny; Trevor Darrell; Marcus Rohrbach,Forgetting; Computer science; Artificial intelligence; Machine learning; Pruning
p3605,https://doi.org/10.1007/978-0-387-84858-7,The Elements of Statistical Learning,2009,1/1/2009,18348,book,Trevor Hastie; Robert Tibshirani; Jerome H. Friedman,Variety (cybernetics); Statistical learning; Management science; Computer science; Data science
p3606,https://doi.org/10.1109/tpami.2023.3238179,Restoring Vision in Adverse Weather Conditions With Patch-Based Denoising Diffusion Models,2023,1/19/2023,145,article,Ozan Özdenizci; Robert Legenstein,Image restoration; Computer science; Artificial intelligence; Inference; Noise reduction
p3607,https://doi.org/10.21225/d5z015,Adopting Disruptive Technologies in Traditional Universities: Continuing Education as an Incubator for Innovation,1999,1/1/1999,79,article,Walter Archer; D. Randy Garrison; Terry Anderson,Disruptive innovation; Incubator; Dominance (genetics); Disruptive technology; Position (finance)
p3608,https://doi.org/10.1038/ncomms7528,Gut microbiome development along the colorectal adenoma–carcinoma sequence,2015,3/11/2015,1182,article,Qiang Feng; Suisha Liang; Huijue Jia; Andreas Stadlmayr; Longqing Tang,Colorectal cancer; Microbiome; Adenoma; Colorectal adenoma; Metagenomics
p3609,https://doi.org/10.1609/aaai.v30i1.10295,Deep Reinforcement Learning with Double Q-Learning,2016,3/2/2016,4976,article,Hado van Hasselt; Arthur Guez; David Silver,Reinforcement learning; Q-learning; Computer science; Artificial intelligence; Action (physics)
p3610,https://doi.org/10.1523/jneurosci.0397-11.2011,Vicarious Responses to Social Touch in Posterior Insular Cortex Are Tuned to Pleasant Caressing Speeds,2011,6/29/2011,268,article,India Morrison; Malin Björnsdotter; Håkan Olausson,Insula; Neuroscience; Psychology; Insular cortex; Cortex (anatomy)
p3611,https://doi.org/10.24963/ijcai.2018/558,Adversarial Active Learning for Sequences Labeling and Generation,2018,7/1/2018,42,article,Yue Deng; KaWai Chen; Yilin Shen; Hongxia Jin,Computer science; Active learning (machine learning); Artificial intelligence; Machine learning; Sequence (biology)
p3612,https://doi.org/10.1111/j.1468-0262.2006.00718.x,Tests of Conditional Predictive Ability,2006,11/1/2006,1592,article,Raffaella Giacomini; Halbert White,Estimator; Econometrics; Computer science; Selection (genetic algorithm); Model selection
p3613,https://doi.org/10.1007/s11023-010-9201-3,"Modelling Trust in Artificial Agents, A First Step Toward the Analysis of e-Trust",2010,6/14/2010,125,article,Mariarosaria Taddeo,Computer science; Order (exchange); Property (philosophy); Relevance (law); Trustworthiness
p3614,https://doi.org/10.1016/j.inffus.2020.06.014,Deepfakes and beyond: A Survey of face manipulation and fake detection,2020,7/1/2020,738,article,Rubén Tolosana; Rubén Vera-Rodríguez; Julián Fiérrez; Aythami Morales; Javier Ortega-García,Swap (finance); Computer science; Adversarial system; Field (mathematics); Fake news
p3615,https://doi.org/10.48550/arxiv.2012.07805,Extracting Training Data from Large Language Models,2020,1/1/2020,317,preprint,Nicholas Carlini; Florian Tramèr; Eric Wallace; Matthew Jagielski; Ariel Herbert-Voss,Computer science; Adversary; Phone; Language model; Publication
p3616,https://doi.org/10.1109/cvpr.2011.5995468,Who are you with and where are you going?,2011,6/1/2011,499,article,Kota Yamaguchi; Alexander C. Berg; Luis E. Ortiz; Tamara L. Berg,Pedestrian; Computer science; Behavioral modeling; The Internet; Simple (philosophy)
p3617,https://doi.org/10.18653/v1/d18-1206,"Don’t Give Me the Details, Just the Summary! Topic-Aware Convolutional Neural Networks for Extreme Summarization",2018,1/1/2018,1050,article,Shashi Narayan; Shay B. Cohen; Mirella Lapata,Automatic summarization; Computer science; Oracle; Task (project management); Sentence
p3618,https://doi.org/10.1145/2339530.2339702,Modeling disease progression via fused sparse group lasso,2012,8/12/2012,185,article,Jiayu Zhou; Jun Liu; Vaibhav A. Narayan; Jieping Ye,Lasso (programming language); Smoothness; Computer science; Artificial intelligence; Convex optimization
p3619,https://doi.org/10.19173/irrodl.v3i1.79,Building Sense of Community at a Distance,2002,4/1/2002,1163,article,Alfred P. Rovai,Sense of community; Distance education; Learning community; Attrition; Class (philosophy)
p3620,https://doi.org/10.1109/cvpr.2017.690,"YOLO9000: Better, Faster, Stronger",2017,7/1/2017,16747,article,Joseph Redmon; Ali Farhadi,Object detection; Pascal (unit); Computer science; Artificial intelligence; Pattern recognition (psychology)
p3621,https://doi.org/10.1109/cvpr.2015.7298794,Learning to rank in person re-identification with metric ensembles,2015,6/1/2015,398,article,Sakrapee Paisitkriangkrai; Chunhua Shen; Anton van den Hengel,Benchmark (surveying); Metric (unit); Identification (biology); Computer science; Artificial intelligence
p3622,https://doi.org/10.1007/s10898-008-9354-2,An informational approach to the global optimization of expensive-to-evaluate functions,2008,9/25/2008,308,article,Julien Villemonteix; Emmanuel Vázquez; Éric Walter,Kriging; Mathematical optimization; Mathematics; Global optimization; Function (biology)
p3623,https://doi.org/10.1109/icassp.2017.7952132,CNN architectures for large-scale audio classification,2017,3/1/2017,2047,article,Shawn Hershey; Sourish Chaudhuri; Daniel P. W. Ellis; Jort F. Gemmeke; Aren Jansen,Computer science; Convolutional neural network; Task (project management); Contextual image classification; Multi-label classification
p3624,https://doi.org/10.24963/ijcai.2018/546,Sequential Recommender System based on Hierarchical Attention Networks,2018,7/1/2018,329,article,Haochao Ying; Fuzhen Zhuang; Fuzheng Zhang; Yanchi Liu; Guandong Xu,Computer science; Recommender system; Exploit; Representation (politics); Term (time)
p3625,https://doi.org/10.18653/v1/d18-2029,Universal Sentence Encoder for English,2018,1/1/2018,1124,article,Daniel Cer; Yinfei Yang; Sheng-yi Kong; Nan Hua; Nicole Limtiaco,Encoder; Computer science; Sentence; Art history; Art
p3626,https://doi.org/10.1109/asru46091.2019.9003750,A Comparative Study on Transformer vs RNN in Speech Applications,2019,12/1/2019,461,article,Shigeki Karita; Nanxin Chen; Tomoki Hayashi; Takaaki Hori; Hirofumi Inaguma,Transformer; Computer science; Recurrent neural network; Machine translation; Speech recognition
p3627,https://doi.org/10.1137/1.9781611972733.3,A Comparative Study of Anomaly Detection Schemes in Network Intrusion Detection,2003,5/1/2003,851,article,Aleksandar Lazarević; Levent Ertöz; Vipin Kumar; Aysel Ozgur; Jaideep Srivastava,Library science; Political science; Computer science
p3628,https://doi.org/10.48550/arxiv.2106.13884,Multimodal Few-Shot Learning with Frozen Language Models,2021,1/1/2021,230,preprint,Maria Tsimpoukelli; Jacob Menick; Serkan Cabi; S. M. Ali Eslami; Oriol Vinyals,Computer science; Variety (cybernetics); Language understanding; Encoder; Task (project management)
p3629,https://doi.org/10.48550/arxiv.1710.10903,Graph Attention Networks,2017,1/1/2017,7535,preprint,Petar Veličković; Guillem Cucurull; Arantxa Casanova; Adriana Romero; Píetro Lió,Computer science; Graph; Attention network; Theoretical computer science; Artificial neural network
p3630,https://doi.org/10.48550/arxiv.1801.10247,FastGCN: Fast Learning with Graph Convolutional Networks via Importance Sampling,2018,1/1/2018,645,preprint,Jie Chen; Tengfei Ma; Cao Xiao,Computer science; Embedding; Inference; Graph; Importance sampling
p3631,https://doi.org/10.1007/978-3-030-68799-1_35,PaDiM: A Patch Distribution Modeling Framework for Anomaly Detection and Localization,2021,1/1/2021,570,book-chapter,Thomas Defard; Aleksandr Setkov; Angélique Loesch; Romaric Audigier,Computer science; Anomaly detection; Artificial intelligence; Embedding; Convolutional neural network
p3632,https://doi.org/10.1007/s10994-005-0466-3,Logistic Model Trees,2005,5/1/2005,1182,article,Niels Landwehr; Mark Hall; Eibe Frank,Logistic model tree; Logistic regression; Benchmark (surveying); Artificial intelligence; Machine learning
p3633,https://doi.org/10.2200/s00960ed2v01y201910aim043,Federated Learning,2019,12/19/2019,238,article,Qiang Yang; Yang Liu; Yong Cheng; Yan Kang; Tianjian Chen,Computer science; Artificial intelligence; Machine learning
p3634,https://doi.org/10.18653/v1/2020.emnlp-main.498,BAE: BERT-based Adversarial Examples for Text Classification,2020,1/1/2020,380,preprint,Siddhant Garg; Goutham Ramakrishnan,Adversarial system; Security token; Computer science; Grammaticality; Artificial intelligence
p3635,https://doi.org/10.1109/cvpr.2014.43,The Secrets of Salient Object Segmentation,2014,6/1/2014,1312,article,Yin Li; Xiaodi Hou; Christof Koch; James M. Rehg; Alan Yuille,Computer science; Computer vision; Segmentation; Artificial intelligence; Object (grammar)
p3636,https://doi.org/10.18653/v1/s17-2088,SemEval-2017 Task 4: Sentiment Analysis in Twitter,2017,1/1/2017,833,article,Sara Rosenthal; Noura Farra; Preslav Nakov,SemEval; Computer science; Task (project management); Sentiment analysis; Point (geometry)
p3637,https://doi.org/10.2139/ssrn.3830348,"From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices",2019,1/1/2019,113,article,Jessica Morley; Luciano Floridi; Libby Kinsey; Anat Elhalal,Beneficence; Mainstream; Typology; Engineering ethics; Autonomy
p3638,https://doi.org/10.2307/2288384,Content Analysis: An Introduction to its Methodology.,1984,3/1/1984,24501,article,Mack Shelley; Klaus Krippendorff,Computer science
